"face_id","x","y","w","h","annot_type_id"
"40826","263","143","232","232","1"
"40827","50","23","495","495","1"
"40828","158","106","124","124","1"
"40829","242","196","379","379","1"
"40830","866","1671","1544","1544","1"
"40831","125","31","306","306","1"
"40832","538","280","319","319","1"
"40833","107","278","291","291","1"
"40834","415","288","293","293","1"
"40835","214","140","180","180","1"
"40836","141","269","641","641","1"
"40837","156","141","241","241","1"
"40838","209","146","187","187","1"
"40839","341","167","287","287","1"
"40840","1109","974","846","846","1"
"40841","53","254","414","414","1"
"40842","153","122","172","172","1"
"40843","108","74","165","165","1"
"40844","71","78","219","219","1"
"40845","141","145","119","119","1"
"40847","160","120","196","196","1"
"40848","165","132","246","246","1"
"40849","473","232","413","413","1"
"40850","141","324","451","451","1"
"40851","341","482","311","311","1"
"40853","984","755","1399","1399","1"
"40854","98","-36","245","245","1"
"40855","259","139","421","421","1"
"40856","-16","95","494","494","1"
"40857","120","146","324","324","1"
"40858","220","96","129","129","1"
"40859","34","21","275","275","1"
"40860","81","12","209","209","1"
"40861","122","-28","477","477","1"
"40862","129","131","214","214","1"
"40863","244","85","109","109","1"
"40864","-6","58","202","202","1"
"40865","240","97","126","126","1"
"40866","161","127","387","387","1"
"40867","102","370","837","837","1"
"40868","473","318","531","531","1"
"40869","634","211","190","190","1"
"40870","186","75","74","74","1"
"40871","149","43","196","196","1"
"40872","352","167","134","134","1"
"40873","188","97","215","215","1"
"40874","181","154","175","175","1"
"40875","248","139","274","274","1"
"40876","147","59","203","203","1"
"40877","185","120","216","216","1"
"40878","233","164","270","270","1"
"40879","226","94","125","125","1"
"40880","198","233","245","245","1"
"40881","110","286","705","705","1"
"40882","134","72","266","266","1"
"40883","905","166","242","242","1"
"40884","142","2","103","103","1"
"40885","557","286","245","245","1"
"40886","401","238","553","553","1"
"40887","520","160","326","326","1"
"40888","96","177","264","264","1"
"40889","287","159","210","210","1"
"40890","127","98","97","97","1"
"40891","334","116","302","302","1"
"40892","300","142","341","341","1"
"40893","202","123","197","197","1"
"40894","147","258","451","451","1"
"40895","-18","85","117","117","1"
"40896","180","99","140","140","1"
"40897","402","76","117","117","1"
"40898","175","102","176","176","1"
"40899","900","132","241","241","1"
"40900","-8","274","625","625","1"
"40901","943","641","871","871","1"
"40902","67","9","251","251","1"
"40903","146","9","276","276","1"
"40905","128","116","190","190","1"
"40906","844","649","1227","1227","1"
"40907","91","95","260","260","1"
"40908","296","529","978","978","1"
"40909","198","121","185","185","1"
"40910","99","66","214","214","1"
"40911","128","133","539","539","1"
"40912","285","13","166","166","1"
"40913","299","5","136","136","1"
"40914","188","106","208","208","1"
"40915","1625","586","1303","1303","1"
"40916","156","-3","339","339","1"
"40917","57","60","229","229","1"
"40918","163","73","108","108","1"
"40919","-1","36","254","254","1"
"40920","-29","312","1065","1065","1"
"40921","133","34","201","201","1"
"40922","378","199","240","240","1"
"40923","186","112","315","315","1"
"40924","628","754","1307","1307","1"
"40925","727","380","520","520","1"
"40926","11","129","213","213","1"
"40927","224","248","300","300","1"
"40928","243","3","290","290","1"
"40929","107","21","314","314","1"
"40930","283","65","156","156","1"
"40931","868","1672","1538","1538","1"
"40932","207","5","328","328","1"
"40933","408","153","437","437","1"
"40934","1257","765","1011","1011","1"
"40935","108","280","291","291","1"
"40936","95","-4","265","265","1"
"40937","340","166","287","287","1"
"40938","369","119","215","215","1"
"40939","340","119","403","403","1"
"40940","246","319","305","305","1"
"40941","111","-52","430","430","1"
"40942","70","109","278","278","1"
"40943","178","147","100","100","1"
"40944","109","73","165","165","1"
"40945","278","66","144","144","1"
"40946","139","144","118","118","1"
"40947","466","24","201","201","1"
"40948","56","102","136","136","1"
"40949","282","101","164","164","1"
"40950","6","132","191","191","1"
"40951","139","89","184","184","1"
"40952","166","131","247","247","1"
"40953","114","135","109","109","1"
"40954","470","230","418","418","1"
"40955","263","403","663","663","1"
"40956","307","468","361","361","1"
"40957","288","234","462","462","1"
"40958","200","221","278","278","1"
"40959","121","-28","479","479","1"
"40960","241","98","126","126","1"
"40961","160","127","390","390","1"
"40962","183","212","429","429","1"
"40963","194","87","187","187","1"
"40964","35","83","179","179","1"
"40965","140","115","174","174","1"
"40966","316","424","910","910","1"
"40967","397","261","389","389","1"
"40968","241","147","255","255","1"
"40969","226","93","126","126","1"
"40970","266","299","329","329","1"
"40971","151","140","156","156","1"
"40972","327","21","187","187","1"
"40973","447","198","384","384","1"
"40974","207","108","133","133","1"
"40976","572","508","1061","1061","1"
"40977","68","274","528","528","1"
"40978","256","291","343","343","1"
"40979","299","-57","592","592","1"
"40980","201","172","156","156","1"
"40981","92","267","685","685","1"
"40982","335","155","275","275","1"
"40983","403","236","552","552","1"
"40984","108","-3","258","258","1"
"40985","256","157","235","235","1"
"40986","114","38","173","173","1"
"40987","157","401","1730","1730","1"
"40988","266","278","296","296","1"
"40989","172","92","173","173","1"
"40990","170","53","195","195","1"
"40991","222","-20","345","345","1"
"40993","194","-9","421","421","1"
"40994","79","57","286","286","1"
"40995","229","127","272","272","1"
"40996","527","307","643","643","1"
"40997","145","5","280","280","1"
"40998","144","61","145","145","1"
"40999","230","49","260","260","1"
"41000","241","105","396","396","1"
"41001","311","93","195","195","1"
"41002","192","103","178","178","1"
"41003","398","132","428","428","1"
"41004","124","68","143","143","1"
"41005","111","155","192","192","1"
"41006","257","62","103","103","1"
"41007","38","22","272","272","1"
"41008","241","-22","245","245","1"
"41009","24","117","337","337","1"
"41010","353","167","132","132","1"
"41011","1035","392","689","689","1"
"41012","54","131","198","198","1"
"41013","316","424","913","913","1"
"41014","78","39","306","306","1"
"41015","32","61","252","252","1"
"41016","65","34","285","285","1"
"41017","114","145","232","232","1"
"41018","335","213","319","319","1"
"41019","289","158","211","211","1"
"41020","141","58","683","683","1"
"41021","224","412","906","906","1"
"41022","-50","-2","435","435","1"
"41023","175","72","279","279","1"
"41024","-19","63","356","356","1"
"41025","114","253","182","182","1"
"41026","25","44","214","214","1"
"41027","154","90","374","374","1"
"41028","1133","694","1529","1529","1"
"41029","82","100","286","286","1"
"41030","35","209","546","546","1"
"41031","203","111","514","514","1"
"41032","122","118","253","253","1"
"41033","85","186","473","473","1"
"41034","699","192","377","377","1"
"41035","421","390","234","234","1"
"41036","414","278","489","489","1"
"41037","1635","373","529","529","1"
"41038","2830","199","446","446","1"
"41039","460","1184","483","483","1"
"41040","1572","1307","492","492","1"
"41041","2939","1176","483","483","1"
"41042","510","2070","438","438","1"
"41043","1631","2073","441","441","1"
"41044","2801","2077","432","432","1"
"41045","9","43","320","320","1"
"41046","290","31","358","358","1"
"41047","133","59","93","93","1"
"41048","31","67","322","322","1"
"41049","214","0","251","251","1"
"41050","47","-3","314","314","1"
"41051","307","93","425","425","1"
"41052","340","80","387","387","1"
"41054","185","110","167","167","1"
"41055","169","70","569","569","1"
"41056","135","40","57","57","1"
"41057","355","184","339","339","1"
"41058","186","134","281","281","1"
"41059","135","78","272","272","1"
"41060","186","57","129","129","1"
"41061","135","51","245","245","1"
"41062","110","96","119","119","1"
"41063","722","333","643","643","1"
"41064","205","41","79","79","1"
"41065","161","707","1579","1579","1"
"41066","424","370","1232","1232","1"
"41068","156","4","335","335","1"
"41069","150","45","118","118","1"
"41070","35","89","265","265","1"
"41071","338","367","327","327","1"
"41072","186","71","507","507","1"
"41073","180","44","148","148","1"
"41074","187","74","155","155","1"
"41075","110","37","246","246","1"
"41076","616","705","1350","1350","1"
"41077","122","43","254","254","1"
"41078","206","64","113","113","1"
"41079","424","105","536","536","1"
"41080","173","143","176","176","1"
"41081","169","77","130","130","1"
"41082","579","-78","1243","1243","1"
"41083","147","107","147","147","1"
"41084","262","108","200","200","1"
"41085","160","127","200","200","1"
"41086","146","567","1551","1551","1"
"41087","237","78","237","237","1"
"41088","80","48","473","473","1"
"41089","689","387","644","644","1"
"41090","86","137","190","190","1"
"41091","23","79","261","261","1"
"41092","74","54","87","87","1"
"41093","590","221","157","157","1"
"41094","208","141","188","188","1"
"41095","1168","353","555","555","1"
"41096","239","110","304","304","1"
"41097","484","167","291","291","1"
"41098","313","374","789","789","1"
"41099","153","121","173","173","1"
"41100","210","206","141","141","1"
"41102","320","209","446","446","1"
"41103","36","144","299","299","1"
"41104","666","1226","1777","1777","1"
"41105","224","79","181","181","1"
"41106","1851","520","1103","1103","1"
"41107","158","99","113","113","1"
"41108","468","240","319","319","1"
"41109","105","166","231","231","1"
"41110","336","271","604","604","1"
"41111","53","121","239","239","1"
"41112","160","118","128","128","1"
"41113","101","119","146","146","1"
"41114","427","161","391","391","1"
"41115","137","57","242","242","1"
"41116","203","97","146","146","1"
"41117","180","22","237","237","1"
"41118","146","111","219","219","1"
"41119","233","122","216","216","1"
"41120","210","91","171","171","1"
"41121","156","158","149","149","1"
"41122","180","110","109","109","1"
"41123","511","213","350","350","1"
"41124","264","250","512","512","1"
"41125","569","552","737","737","1"
"41126","385","158","239","239","1"
"41127","130","112","283","283","1"
"41128","141","36","160","160","1"
"41129","-103","257","468","468","1"
"41130","132","102","95","95","1"
"41131","1162","321","1339","1339","1"
"41132","520","153","607","607","1"
"41133","166","78","111","111","1"
"41134","686","357","1263","1263","1"
"41135","69","66","227","227","1"
"41136","78","39","227","227","1"
"41137","352","143","484","484","1"
"41138","77","52","116","116","1"
"41139","1621","726","1343","1343","1"
"41140","1013","488","591","591","1"
"41141","522","161","323","323","1"
"41142","193","108","186","186","1"
"41143","244","106","161","161","1"
"41144","230","-1","513","513","1"
"41145","243","177","347","347","1"
"41146","923","467","536","536","1"
"41147","228","87","119","119","1"
"41148","156","262","439","439","1"
"41149","327","142","138","138","1"
"41150","158","62","146","146","1"
"41151","494","199","121","121","1"
"41152","1136","403","1546","1546","1"
"41153","233","84","90","90","1"
"41154","85","232","197","197","1"
"41155","593","427","791","791","1"
"41156","87","133","149","149","1"
"41157","131","65","61","61","1"
"41158","165","81","80","80","1"
"41159","419","379","731","731","1"
"41160","1363","363","501","501","1"
"41161","484","1007","319","319","1"
"41162","128","93","189","189","1"
"41163","384","777","1171","1171","1"
"41164","981","647","847","847","1"
"41165","1164","1080","230","230","1"
"41166","303","62","140","140","1"
"41167","229","247","199","199","1"
"41168","91","41","97","97","1"
"41169","106","57","91","91","1"
"41170","34","74","292","292","1"
"41171","123","44","63","63","1"
"41172","415","447","856","856","1"
"41173","538","117","858","858","1"
"41174","210","109","185","185","1"
"41175","367","216","208","208","1"
"41176","65","67","100","100","1"
"41177","158","60","62","62","1"
"41178","721","309","306","306","1"
"41179","173","133","191","191","1"
"41180","87","125","402","402","1"
"41181","40","89","85","85","1"
"41182","190","125","83","83","1"
"41184","194","68","109","109","1"
"41185","196","96","97","97","1"
"41186","147","98","320","320","1"
"41187","294","118","82","82","1"
"41188","1231","769","1343","1343","1"
"41189","165","102","195","195","1"
"41190","49","103","152","152","1"
"41191","334","231","441","441","1"
"41192","233","175","121","121","1"
"41193","101","166","213","213","1"
"41194","227","24","240","240","1"
"41195","103","84","239","239","1"
"41196","214","56","264","264","1"
"41197","183","41","76","76","1"
"41198","295","403","134","134","1"
"41199","115","154","175","175","1"
"41200","135","64","49","49","1"
"41201","214","107","151","151","1"
"41202","266","255","154","154","1"
"41203","138","218","126","126","1"
"41204","1028","482","464","464","1"
"41205","1135","843","380","380","1"
"41206","751","644","847","847","1"
"41207","172","86","83","83","1"
"41208","84","33","318","318","1"
"41209","282","131","667","667","1"
"41210","271","457","103","103","1"
"41211","138","61","113","113","1"
"41212","157","65","141","141","1"
"41213","248","114","142","142","1"
"41214","71","156","293","293","1"
"41215","467","256","627","627","1"
"41216","184","-58","359","359","1"
"41217","197","141","285","285","1"
"41218","81","77","185","185","1"
"41219","884","784","452","452","1"
"41220","324","302","313","313","1"
"41221","667","885","222","222","1"
"41222","252","271","64","64","1"
"41223","153","152","144","144","1"
"41224","70","221","353","353","1"
"41225","281","103","34","34","1"
"41226","125","112","244","244","1"
"41227","482","236","258","258","1"
"41228","1111","305","417","417","1"
"41229","298","271","717","717","1"
"41230","303","244","306","306","1"
"41231","115","117","245","245","1"
"41232","264","223","501","501","1"
"41233","192","121","92","92","1"
"41234","541","399","735","735","1"
"41235","184","147","83","83","1"
"41236","514","126","159","159","1"
"41237","193","99","87","87","1"
"41238","249","160","132","132","1"
"41239","356","110","330","330","1"
"41240","-3","187","82","82","1"
"41241","934","540","1576","1576","1"
"41242","564","730","1001","1001","1"
"41243","328","251","185","185","1"
"41244","255","95","123","123","1"
"41245","204","283","926","926","1"
"41246","141","77","104","104","1"
"41247","219","199","287","287","1"
"41248","213","82","84","84","1"
"41249","119","105","73","73","1"
"41250","161","61","145","145","1"
"41251","137","147","153","153","1"
"41252","358","333","751","751","1"
"41253","41","-5","277","277","1"
"41254","335","350","304","304","1"
"41255","330","65","93","93","1"
"41256","-105","101","576","576","1"
"41257","189","99","132","132","1"
"41258","158","101","92","92","1"
"41259","1155","725","1149","1149","1"
"41260","562","599","895","895","1"
"41261","417","871","1720","1720","1"
"41262","1094","1308","838","838","1"
"41263","125","564","1058","1058","1"
"41264","139","143","201","201","1"
"41265","952","700","196","196","1"
"41266","380","890","631","631","1"
"41267","885","50","1802","1802","1"
"41268","250","213","209","209","1"
"41269","49","101","81","81","1"
"41270","2188","679","1220","1220","1"
"41271","195","94","159","159","1"
"41272","318","129","131","131","1"
"41273","223","121","179","179","1"
"41274","96","234","523","523","1"
"41275","246","68","121","121","1"
"41276","94","305","136","136","1"
"41277","1687","567","500","500","1"
"41278","615","-59","1939","1939","1"
"41279","1189","171","1107","1107","1"
"41280","227","165","235","235","1"
"41281","151","58","75","75","1"
"41282","89","137","103","103","1"
"41283","2633","946","419","419","1"
"41284","460","137","128","128","1"
"41285","101","79","55","55","1"
"41286","45","12","165","165","1"
"41287","1558","424","1091","1091","1"
"41288","22","-79","568","568","1"
"41289","75","61","77","77","1"
"41290","81","109","297","297","1"
"41291","14","18","338","338","1"
"41292","121","46","179","179","1"
"41293","85","117","118","118","1"
"41294","109","0","342","342","1"
"41295","227","85","88","88","1"
"41296","129","121","135","135","1"
"41297","274","459","328","328","1"
"41298","230","495","365","365","1"
"41299","338","499","261","261","1"
"41300","13","-12","247","247","1"
"41301","99","112","73","73","1"
"41302","125","56","58","58","1"
"41303","168","140","134","134","1"
"41304","72","186","75","75","1"
"41305","61","177","276","276","1"
"41306","64","182","141","141","1"
"41307","137","143","75","75","1"
"41308","84","77","49","49","1"
"41309","362","383","219","219","1"
"41310","40","23","94","94","1"
"41311","187","153","57","57","1"
"41312","29","79","290","290","1"
"41313","1502","829","1486","1486","1"
"41314","141","461","432","432","1"
"41315","111","302","78","78","1"
"41316","84","93","81","81","1"
"41317","1","205","174","174","1"
"41318","192","97","122","122","1"
"41319","145","134","78","78","1"
"41320","366","266","375","375","1"
"41321","76","84","113","113","1"
"41322","269","237","210","210","1"
"41323","73","86","104","104","1"
"41324","55","44","104","104","1"
"41326","183","134","85","85","1"
"41327","285","205","142","142","1"
"41330","280","320","91","91","1"
"41331","158","41","98","98","1"
"41332","626","106","415","415","1"
"41333","1931","311","322","322","1"
"41334","647","633","982","982","1"
"41335","200","53","54","54","1"
"41336","104","51","69","69","1"
"41337","523","556","498","498","1"
"41338","55","101","102","102","1"
"41339","2","111","152","152","1"
"41340","128","69","155","155","1"
"41341","52","17","164","164","1"
"41342","132","111","213","213","1"
"41343","193","157","72","72","1"
"41344","86","-2","276","276","1"
"41345","1330","381","1066","1066","1"
"41346","164","499","284","284","1"
"41347","114","29","82","82","1"
"41348","474","-47","1288","1288","1"
"41349","74","67","332","332","1"
"41350","1198","1182","1022","1022","1"
"41351","292","271","417","417","1"
"41352","134","40","219","219","1"
"41353","497","148","296","296","1"
"41354","172","42","115","115","1"
"41355","1107","642","121","121","1"
"41356","199","18","204","204","1"
"41357","161","230","53","53","1"
"41358","217","154","193","193","1"
"41359","264","155","129","129","1"
"41360","552","371","425","425","1"
"41361","457","191","199","199","1"
"41362","470","505","2167","2167","1"
"41363","55","180","124","124","1"
"41364","380","822","702","702","1"
"41365","281","262","169","169","1"
"41366","36","68","262","262","1"
"41367","89","188","870","870","1"
"41368","243","64","151","151","1"
"41369","193","89","208","208","1"
"41370","162","74","133","133","1"
"41371","92","77","49","49","1"
"41372","164","150","108","108","1"
"41373","722","1001","692","692","1"
"41374","163","57","125","125","1"
"41375","62","53","85","85","1"
"41376","125","77","130","130","1"
"41377","489","-250","2209","2209","1"
"41378","144","111","159","159","1"
"41379","477","157","790","790","1"
"41380","150","105","105","105","1"
"41381","539","166","193","193","1"
"41382","76","39","324","324","1"
"41383","557","759","377","377","1"
"41384","972","1365","817","817","1"
"41385","174","99","131","131","1"
"41386","76","103","273","273","1"
"41387","1185","1123","828","828","1"
"41388","140","51","89","89","1"
"41389","331","332","1145","1145","1"
"41390","172","93","138","138","1"
"41391","332","275","429","429","1"
"41392","66","73","83","83","1"
"41393","781","121","257","257","1"
"41394","176","118","64","64","1"
"41395","737","602","279","279","1"
"41396","108","91","104","104","1"
"41397","488","78","475","475","1"
"41398","803","484","371","371","1"
"41399","1036","669","1689","1689","1"
"41400","1434","481","643","643","1"
"41401","384","336","656","656","1"
"41402","1307","649","597","597","1"
"41403","141","44","105","105","1"
"41404","148","179","278","278","1"
"41405","20","113","57","57","1"
"41406","271","320","223","223","1"
"41407","437","299","70","70","1"
"41408","852","344","1295","1295","1"
"41409","123","38","188","188","1"
"41410","198","107","101","101","1"
"41411","167","153","189","189","1"
"41412","68","87","130","130","1"
"41413","146","47","279","279","1"
"41414","119","77","155","155","1"
"41415","143","49","156","156","1"
"41416","285","467","204","204","1"
"41417","24","33","256","256","1"
"41418","130","69","233","233","1"
"41419","73","142","217","217","1"
"41420","580","693","1144","1144","1"
"41421","465","920","985","985","1"
"41422","57","97","218","218","1"
"41423","39","-13","177","177","1"
"41424","412","1","405","405","1"
"41425","221","129","59","59","1"
"41426","1010","646","388","388","1"
"41427","106","117","108","108","1"
"41428","161","104","262","262","1"
"41429","223","100","111","111","1"
"41430","408","233","352","352","1"
"41431","1054","660","1451","1451","1"
"41432","391","253","407","407","1"
"41433","599","388","792","792","1"
"41434","-17","-28","201","201","1"
"41435","720","205","1316","1316","1"
"41436","195","27","90","90","1"
"41438","120","77","224","224","1"
"41439","573","756","857","857","1"
"41440","33","181","169","169","1"
"41441","283","61","137","137","1"
"41442","151","58","199","199","1"
"41443","1385","639","1157","1157","1"
"41444","101","163","185","185","1"
"41445","71","65","342","342","1"
"41446","164","74","186","186","1"
"41447","65","25","238","238","1"
"41448","770","396","696","696","1"
"41449","186","179","374","374","1"
"41450","308","61","196","196","1"
"41451","435","143","282","282","1"
"41452","177","64","156","156","1"
"41453","120","45","165","165","1"
"41454","66","197","157","157","1"
"41457","157","101","258","258","1"
"41458","327","114","495","495","1"
"41459","230","105","549","549","1"
"41460","226","69","171","171","1"
"41461","126","197","171","171","1"
"41462","759","818","669","669","1"
"41465","109","73","150","150","1"
"41466","42","44","217","217","1"
"41467","130","123","114","114","1"
"41469","-75","119","833","833","1"
"41470","256","155","164","164","1"
"41471","97","96","321","321","1"
"41472","260","135","184","184","1"
"41473","118","29","272","272","1"
"41474","124","-41","290","290","1"
"41475","880","970","1408","1408","1"
"41476","687","557","476","476","1"
"41477","590","312","163","163","1"
"41478","288","33","59","59","1"
"41480","48","9","208","208","1"
"41481","477","421","284","284","1"
"41482","91","42","272","272","1"
"41486","893","580","894","894","1"
"41487","169","126","101","101","1"
"41488","45","-7","341","341","1"
"41489","451","310","312","312","1"
"41490","79","31","271","271","1"
"41491","240","61","89","89","1"
"41492","69","62","278","278","1"
"41493","120","64","147","147","1"
"41496","767","375","2560","2560","1"
"41497","70","144","238","238","1"
"41498","188","235","400","400","1"
"41499","74","180","106","106","1"
"41500","424","748","325","325","1"
"41503","473","350","146","146","1"
"41504","111","260","91","91","1"
"41505","200","175","1011","1011","1"
"41506","91","50","113","113","1"
"41508","-29","124","335","335","1"
"41512","482","210","1605","1605","1"
"41513","501","297","539","539","1"
"41515","571","250","93","93","1"
"41516","28","72","268","268","1"
"41517","137","90","285","285","1"
"41520","103","62","94","94","1"
"41521","160","41","77","77","1"
"41523","343","240","142","142","1"
"41524","211","222","315","315","1"
"41525","146","-2","162","162","1"
"41528","323","428","912","912","1"
"41529","77","144","285","285","1"
"41530","108","151","119","119","1"
"41533","304","244","974","974","1"
"41537","72","57","112","112","1"
"41538","750","279","308","308","1"
"41539","171","133","109","109","1"
"41553","784","212","468","468","1"
"41554","77","112","227","227","1"
"41555","1191","517","1367","1367","1"
"41556","424","421","698","698","1"
"41557","214","170","170","170","1"
"41558","333","190","359","359","1"
"41559","79","69","93","93","1"
"41560","99","307","130","130","1"
"41561","936","675","563","563","1"
"41564","388","277","485","485","1"
"41565","422","419","431","431","1"
"41566","316","257","507","507","1"
"41567","406","179","184","184","1"
"41568","212","108","200","200","1"
"41571","517","216","63","63","1"
"41573","178","135","366","366","1"
"41574","177","291","673","673","1"
"41576","78","-2","364","364","1"
"41580","377","139","108","108","1"
"41581","375","161","223","223","1"
"41582","793","420","1655","1655","1"
"41589","655","1185","1176","1176","1"
"41590","834","777","1219","1219","1"
"41599","-5","121","231","231","1"
"41601","134","72","107","107","1"
"41605","146","116","168","168","1"
"41608","323","145","255","255","1"
"41610","495","107","437","437","1"
"41619","200","1141","1091","1091","1"
"41625","392","157","332","332","1"
"41626","-50","-25","340","340","1"
"41630","416","1783","1541","1541","1"
"41631","1122","739","269","269","1"
"41634","242","103","65","65","1"
"41635","18","255","155","155","1"
"41641","135","346","527","527","1"
"41651","588","327","600","600","1"
"41652","167","172","490","490","1"
"41653","302","406","363","363","1"
"41654","193","55","261","261","1"
"41655","192","121","149","149","1"
"41656","213","17","306","306","1"
"41657","160","61","97","97","1"
"41658","712","1089","616","616","1"
"41659","179","101","682","682","1"
"41660","868","75","977","977","1"
"41661","86","163","90","90","1"
"41662","476","273","196","196","1"
"41663","104","104","190","190","1"
"41664","18","41","2298","2298","1"
"41665","60","191","94","94","1"
"41666","235","211","107","107","1"
"41667","202","89","57","57","1"
"41668","595","313","544","544","1"
"41669","122","156","150","150","1"
"41670","181","33","149","149","1"
"41671","41","-27","239","239","1"
"41672","47","146","280","280","1"
"41673","143","59","87","87","1"
"41674","143","93","149","149","1"
"41675","392","133","287","287","1"
"41676","161","179","144","144","1"
"41677","133","92","178","178","1"
"41678","87","-109","432","432","1"
"41679","92","139","137","137","1"
"41680","178","258","417","417","1"
"41681","229","133","67","67","1"
"41682","108","53","95","95","1"
"41684","297","511","721","721","1"
"41685","186","127","156","156","1"
"41686","277","199","128","128","1"
"41687","312","117","155","155","1"
"41688","242","23","73","73","1"
"41689","85","-9","314","314","1"
"41690","108","123","137","137","1"
"41691","182","107","130","130","1"
"41692","1477","655","388","388","1"
"41693","117","1","346","346","1"
"41694","124","57","445","445","1"
"41695","166","63","171","171","1"
"41696","101","66","92","92","1"
"41697","130","102","100","100","1"
"41698","86","63","81","81","1"
"41699","148","78","253","253","1"
"41700","253","88","397","397","1"
"41701","162","132","159","159","1"
"41702","68","88","96","96","1"
"41703","130","91","179","179","1"
"41704","184","90","169","169","1"
"41705","183","132","364","364","1"
"41706","464","251","189","189","1"
"41707","163","-54","321","321","1"
"41708","149","81","148","148","1"
"41709","708","335","1517","1517","1"
"41710","155","97","152","152","1"
"41711","946","405","511","511","1"
"41712","817","581","844","844","1"
"41713","125","168","257","257","1"
"41714","1269","249","1109","1109","1"
"41715","271","159","129","129","1"
"41716","1688","648","922","922","1"
"41717","493","460","795","795","1"
"41718","288","473","441","441","1"
"41719","551","358","666","666","1"
"41720","845","175","818","818","1"
"41721","162","66","250","250","1"
"41722","118","38","68","68","1"
"41723","1386","318","999","999","1"
"41724","627","638","1562","1562","1"
"41725","-5","-52","358","358","1"
"41726","492","438","747","747","1"
"41727","54","91","283","283","1"
"41728","130","82","82","82","1"
"41729","140","173","80","80","1"
"41730","131","92","163","163","1"
"41731","424","676","178","178","1"
"41732","95","227","104","104","1"
"41733","87","196","91","91","1"
"41734","140","221","88","88","1"
"41735","287","213","240","240","1"
"41736","225","63","324","324","1"
"41737","72","132","159","159","1"
"41738","38","43","305","305","1"
"41739","102","180","655","655","1"
"41740","39","45","260","260","1"
"41741","886","676","795","795","1"
"41742","199","39","277","277","1"
"41743","381","310","556","556","1"
"41744","43","71","324","324","1"
"41745","214","71","97","97","1"
"41746","839","668","365","365","1"
"41747","83","32","120","120","1"
"41748","171","106","153","153","1"
"41749","80","141","79","79","1"
"41750","168","20","102","102","1"
"41751","73","143","236","236","1"
"41752","317","108","298","298","1"
"41753","172","178","140","140","1"
"41754","214","21","90","90","1"
"41755","181","121","259","259","1"
"41756","102","66","228","228","1"
"41757","166","113","183","183","1"
"41758","94","59","61","61","1"
"41759","436","145","229","229","1"
"41760","1224","552","648","648","1"
"41761","237","69","173","173","1"
"41762","193","-34","687","687","1"
"41763","122","110","189","189","1"
"41764","176","93","213","213","1"
"41765","287","176","390","390","1"
"41766","798","1005","1694","1694","1"
"41767","67","66","142","142","1"
"41768","138","146","86","86","1"
"41769","84","134","196","196","1"
"41770","186","110","208","208","1"
"41771","2686","745","651","651","1"
"41772","278","95","289","289","1"
"41773","144","446","1389","1389","1"
"41774","207","662","1499","1499","1"
"41775","253","491","506","506","1"
"41776","204","116","73","73","1"
"41777","144","91","103","103","1"
"41778","795","1276","1279","1279","1"
"41779","154","156","58","58","1"
"41780","58","111","233","233","1"
"41781","208","261","155","155","1"
"41782","665","1089","572","572","1"
"41783","121","179","125","125","1"
"41784","87","124","282","282","1"
"41785","222","194","259","259","1"
"41786","46","7","318","318","1"
"41787","99","47","164","164","1"
"41788","134","182","258","258","1"
"41789","21","119","95","95","1"
"41790","545","359","359","359","1"
"41791","322","308","350","350","1"
"41792","696","251","256","256","1"
"41793","628","347","354","354","1"
"41794","293","188","492","492","1"
"41795","1890","722","633","633","1"
"41796","161","18","281","281","1"
"41797","76","93","284","284","1"
"41798","208","111","78","78","1"
"41799","80","66","113","113","1"
"41800","37","104","183","183","1"
"41801","726","702","1596","1596","1"
"41802","117","70","92","92","1"
"41803","30","179","120","120","1"
"41804","189","-6","310","310","1"
"41805","1633","199","770","770","1"
"41806","184","99","196","196","1"
"41807","210","119","165","165","1"
"41808","264","137","89","89","1"
"41809","152","66","71","71","1"
"41810","131","162","82","82","1"
"41811","203","152","912","912","1"
"41812","68","171","289","289","1"
"41813","190","2","145","145","1"
"41814","1466","335","427","427","1"
"41815","520","-120","2607","2607","1"
"41816","855","776","791","791","1"
"41817","415","586","421","421","1"
"41818","202","223","340","340","1"
"41819","158","76","544","544","1"
"41820","359","176","437","437","1"
"41821","299","80","171","171","1"
"41822","194","97","89","89","1"
"41823","53","129","214","214","1"
"41824","145","285","230","230","1"
"41825","77","63","113","113","1"
"41826","210","261","512","512","1"
"41827","559","714","2359","2359","1"
"41828","150","-45","464","464","1"
"41829","-9","-54","428","428","1"
"41830","282","-28","206","206","1"
"41831","200","139","389","389","1"
"41832","279","-68","727","727","1"
"41833","116","45","116","116","1"
"41834","52","61","65","65","1"
"41835","140","129","132","132","1"
"41836","183","178","113","113","1"
"41837","1119","811","355","355","1"
"41838","124","159","173","173","1"
"41839","183","91","168","168","1"
"41840","211","98","147","147","1"
"41841","-9","-158","1815","1815","1"
"41842","400","8","272","272","1"
"41843","158","208","257","257","1"
"41844","117","23","231","231","1"
"41845","217","111","172","172","1"
"41846","319","187","326","326","1"
"41847","218","275","344","344","1"
"41848","1574","424","197","197","1"
"41849","23","6","253","253","1"
"41850","329","81","93","93","1"
"41851","137","81","88","88","1"
"41852","172","190","150","150","1"
"41853","164","61","76","76","1"
"41854","100","41","60","60","1"
"41855","141","106","159","159","1"
