"face_id","sex","occluded","glasses","bw","annot_type_id"
"46459","m","0","0","1","0"
"46460","m","0","0","1","0"
"46461","m","0","0","1","0"
"46462","m","0","0","1","0"
"46463","m","0","0","1","0"
"46464","m","0","0","1","0"
"46465","m","0","0","1","0"
"46466","m","0","0","1","0"
"46467","m","0","0","1","0"
"46468","m","0","0","1","0"
"46469","f","0","0","1","0"
"46470","f","0","0","1","0"
"46471","f","0","0","1","0"
"46472","f","0","0","1","0"
"46473","f","0","0","1","0"
"46474","f","0","0","1","0"
"46475","f","0","0","1","0"
"46476","f","0","0","1","0"
"46477","m","0","0","1","0"
"46478","m","0","0","1","0"
"46479","m","0","0","1","0"
"46480","m","0","0","1","0"
"46481","f","0","0","1","0"
"46482","m","0","0","1","0"
"46483","m","0","0","1","0"
"46484","m","0","0","1","0"
"46485","m","0","0","1","0"
"46486","m","0","0","1","0"
"46487","m","0","0","1","0"
"46488","m","0","0","1","0"
"46489","m","0","0","1","0"
"46490","m","0","0","1","0"
"46491","f","0","0","1","0"
"46492","f","0","0","1","0"
"46493","f","0","0","1","0"
"46494","m","0","0","1","0"
"46495","m","0","0","1","0"
"46496","m","0","0","1","0"
"46497","m","0","0","1","0"
"46498","m","0","0","1","0"
"46499","m","0","0","1","0"
"46500","m","0","0","1","0"
"46501","m","0","0","1","0"
"46502","m","0","0","1","0"
"46503","m","0","0","1","0"
"46504","m","0","0","1","0"
"46505","m","0","0","1","0"
"46506","f","0","0","1","0"
"46507","m","0","0","1","0"
"46508","m","0","0","1","0"
"46509","f","0","0","1","0"
"46510","f","0","0","1","0"
"46511","f","0","0","1","0"
"46512","f","0","0","1","0"
"46513","m","0","0","1","0"
"46514","m","0","0","1","0"
"46515","m","0","0","1","0"
"46516","m","0","0","1","0"
"46517","m","0","0","1","0"
"46518","m","0","0","1","0"
"46519","m","0","0","1","0"
"46520","m","0","0","1","0"
"46521","m","0","0","1","0"
"46522","m","0","0","1","0"
"46523","m","0","0","1","0"
"46524","m","0","0","1","0"
"46525","m","0","0","1","0"
"46526","m","0","0","1","0"
"46527","m","0","0","1","0"
"46528","m","0","0","1","0"
"46529","m","0","0","1","0"
"46530","m","0","0","1","0"
"46531","m","0","0","1","0"
"46532","m","0","0","1","0"
"46533","m","0","0","1","0"
"46534","m","0","0","1","0"
"46535","f","0","0","1","0"
"46536","f","0","0","1","0"
"46537","m","0","0","1","0"
"46538","m","0","0","1","0"
"46539","m","0","0","1","0"
"46540","m","0","0","1","0"
"46541","m","0","0","1","0"
"46542","m","0","0","1","0"
"46543","m","0","0","1","0"
"46544","m","0","0","1","0"
"46545","f","0","0","1","0"
"46546","m","0","0","1","0"
"46547","m","0","0","1","0"
"46548","m","0","0","1","0"
"46549","m","0","0","1","0"
"46550","m","0","0","1","0"
"46551","m","0","0","1","0"
"46552","m","0","0","1","0"
"46553","m","0","0","1","0"
"46554","m","0","0","1","0"
"46556","m","0","0","1","0"
"46557","m","0","0","1","0"
"46558","m","0","0","1","0"
"46559","m","0","0","1","0"
"46560","m","0","0","1","0"
"46561","m","0","0","1","0"
"46562","m","0","0","1","0"
"46563","m","0","0","1","0"
"46564","m","0","0","1","0"
"46565","m","0","0","1","0"
"46566","m","0","0","1","0"
"46567","m","0","0","1","0"
"46568","m","0","0","1","0"
"46570","m","0","0","1","0"
"46571","m","0","0","1","0"
"46572","m","0","0","1","0"
"46573","m","0","0","1","0"
"46574","m","0","0","1","0"
"46575","m","1","0","1","0"
"46576","m","0","0","1","0"
"46577","m","0","0","1","0"
"46578","m","0","0","1","0"
"46579","m","1","0","1","0"
"46580","m","0","0","1","0"
"46581","m","1","0","1","0"
"46583","m","0","0","1","0"
"46584","m","0","0","1","0"
"46585","m","0","0","1","0"
"46586","m","1","1","1","0"
"46587","m","0","1","1","0"
"46588","m","0","0","1","0"
"46589","m","0","0","1","0"
"46591","m","0","0","1","0"
"46592","m","0","0","1","0"
"46593","m","1","0","1","0"
"46594","m","0","0","1","0"
"46595","m","0","0","1","0"
"46596","m","0","0","1","0"
"46597","m","0","0","1","0"
"46598","m","0","0","1","0"
"46599","m","0","0","1","0"
"46600","m","0","0","1","0"
"46601","m","0","0","1","0"
"46602","m","0","1","1","0"
"46603","m","0","1","1","0"
"46604","m","0","0","1","0"
"46607","m","0","0","1","0"
"46609","m","0","1","1","0"
"46610","m","0","0","1","0"
"46612","m","0","0","1","0"
"46613","m","0","0","1","0"
"46614","m","0","0","1","0"
"46615","m","0","0","1","0"
"46616","m","0","0","1","0"
"46619","m","0","0","1","0"
"46621","m","0","0","1","0"
"46623","m","0","0","1","0"
"46624","m","0","0","1","0"
"46625","m","0","0","1","0"
"46626","m","0","0","1","0"
"46627","m","0","0","1","0"
"46628","m","0","0","1","0"
"46629","m","0","0","1","0"
"46630","m","0","0","1","0"
"46631","m","0","0","1","0"
"46632","m","0","0","1","0"
"46633","m","0","0","1","0"
"46634","m","0","0","1","0"
"46635","m","1","0","1","0"
"46636","m","0","0","1","0"
"46637","m","0","0","1","0"
"46638","m","0","0","1","0"
"46639","m","0","0","1","0"
"46640","m","0","0","1","0"
"46641","m","0","0","1","0"
"46642","m","0","0","1","0"
"46643","m","1","0","1","0"
"46644","m","0","1","1","0"
"46645","m","0","1","1","0"
"46646","m","0","0","1","0"
"46647","m","1","0","1","0"
"46648","m","0","0","1","0"
"46649","m","0","0","1","0"
"46650","f","0","0","1","0"
"46651","f","0","0","1","0"
"46652","m","0","0","1","0"
"46653","m","0","0","1","0"
"46654","m","0","0","1","0"
"46655","m","0","0","1","0"
"46656","m","1","0","1","0"
"46657","m","0","0","1","0"
"46658","m","0","0","1","0"
"46659","m","0","0","1","0"
"46660","m","1","0","1","0"
"46661","m","0","0","1","0"
"46662","m","0","0","1","0"
"46663","m","0","0","1","0"
"46664","m","0","0","1","0"
"46665","m","0","0","1","0"
"46666","m","0","0","1","0"
"46667","m","0","0","1","0"
"46668","m","0","0","1","0"
"46669","m","0","0","1","0"
"46670","m","0","0","1","0"
"46671","m","0","0","1","0"
"46672","m","1","0","1","0"
"46673","m","0","0","1","0"
"46674","m","0","0","1","0"
"46675","m","0","0","1","0"
"46676","m","0","0","1","0"
"46677","f","0","0","0","0"
"46678","m","0","0","1","0"
"46679","m","0","0","1","0"
"46680","m","0","0","1","0"
"46681","m","0","0","1","0"
"46682","m","0","0","1","0"
"46683","m","0","0","1","0"
"46684","m","0","0","1","0"
"46685","m","0","0","1","0"
"46686","m","0","0","1","0"
"46687","m","0","0","1","0"
"46688","m","0","0","1","0"
"46689","m","0","0","0","0"
"46690","m","0","0","1","0"
"46691","m","0","0","1","0"
"46692","m","0","0","1","0"
"46693","m","0","0","1","0"
"46694","m","0","0","1","0"
"46695","m","0","0","1","0"
"46696","m","0","0","1","0"
"46697","m","0","0","1","0"
"46698","m","0","0","1","0"
"46699","m","0","0","1","0"
"46700","m","1","0","1","0"
"46701","m","0","0","1","0"
"46702","m","1","0","1","0"
"46703","f","0","0","1","0"
"46704","f","0","0","1","0"
"46705","f","0","0","0","0"
"46706","m","0","0","1","0"
"46707","m","0","0","1","0"
"46708","m","0","0","1","0"
"46709","m","0","0","1","0"
"46711","m","0","0","1","0"
"46712","f","1","0","0","0"
"46713","m","0","0","0","0"
"46714","m","0","0","0","0"
"46715","m","0","0","0","0"
"46716","m","0","0","0","0"
"46717","f","0","0","1","0"
"46718","m","0","1","1","0"
"46720","m","0","0","0","0"
"46721","m","1","0","0","0"
"46722","m","0","0","0","0"
"46723","m","0","0","1","0"
"46724","m","0","0","0","0"
"46725","m","0","0","0","0"
"46726","f","0","0","0","0"
"46727","f","0","0","0","0"
"46728","f","0","0","0","0"
"46729","f","0","0","0","0"
"46730","f","0","0","0","0"
"46731","f","0","0","0","0"
"46735","f","0","0","0","0"
"46737","f","0","0","0","0"
"46740","m","0","0","0","0"
"46741","m","0","0","0","0"
"46742","m","0","0","0","0"
"46743","m","0","0","0","0"
"46744","f","0","0","0","0"
"46745","m","0","0","0","0"
"46746","m","0","0","0","0"
"46747","m","0","0","0","0"
"46749","m","0","0","0","0"
"46750","m","0","0","0","0"
"46751","f","0","0","0","0"
"46753","f","0","0","0","0"
"46755","f","0","0","0","0"
"46756","f","0","0","0","0"
"46757","m","0","0","1","0"
"46758","m","0","0","0","0"
"46759","f","0","0","0","0"
"46760","f","0","0","1","0"
"46761","f","0","0","0","0"
"46762","m","0","0","1","0"
"46763","m","0","0","0","0"
"46764","f","0","0","0","0"
"46765","m","0","0","0","0"
"46766","m","0","0","0","0"
"46767","f","0","0","0","0"
"46768","f","0","0","1","0"
"46769","f","1","0","0","0"
"46770","m","0","0","1","0"
"46772","f","0","0","0","0"
"46776","f","0","0","1","0"
"46777","f","0","1","0","0"
"46778","f","0","0","1","0"
"46779","f","0","0","1","0"
"46782","f","0","1","0","0"
"46783","f","1","0","1","0"
"46784","f","0","0","0","0"
"46785","f","1","0","0","0"
"46786","f","0","0","0","0"
"46788","m","1","0","0","0"
"46790","f","0","0","0","0"
"46791","m","0","0","0","0"
"46793","f","1","0","0","0"
"46795","m","0","0","0","0"
"46796","f","0","0","0","0"
"46797","f","0","0","0","0"
"46798","f","0","0","0","0"
"46799","f","1","0","0","0"
"46800","f","0","0","0","0"
"46801","m","0","0","0","0"
"46802","m","0","0","0","0"
"46803","f","0","0","0","0"
"46804","f","0","0","0","0"
"46805","f","0","0","0","0"
"46807","f","0","0","0","0"
"46809","f","1","0","0","0"
"46810","f","0","0","0","0"
"46811","f","0","0","1","0"
"46817","f","0","0","0","0"
"46818","f","1","0","0","0"
"46819","f","0","0","1","0"
"46820","f","1","0","0","0"
"46821","f","1","0","1","0"
"46822","f","0","0","0","0"
"46823","f","0","0","1","0"
"46824","f","1","0","1","0"
"46825","m","0","0","0","0"
"46826","m","0","0","0","0"
"46827","f","1","0","1","0"
"46828","m","1","0","1","0"
"46829","m","0","0","0","0"
"46830","f","1","0","0","0"
"46831","f","1","0","0","0"
"46832","m","0","1","0","0"
"46833","m","0","0","0","0"
"46834","f","1","0","1","0"
"46835","f","0","1","0","0"
"46836","f","1","0","0","0"
"46837","m","1","0","1","0"
"46838","f","1","0","0","0"
"46839","f","1","0","1","0"
"46840","m","1","0","1","0"
"46841","f","1","0","0","0"
"46842","f","0","0","0","0"
"46844","f","1","0","0","0"
"46846","f","1","0","0","0"
"46847","m","1","0","1","0"
"46848","f","1","0","0","0"
"46851","f","1","0","0","0"
"46852","f","1","0","0","0"
"46853","f","1","0","0","0"
"46855","f","1","0","0","0"
"46856","f","0","0","0","0"
"46857","m","1","0","0","0"
"46858","f","0","0","0","0"
"46859","f","0","0","0","0"
"46861","m","0","0","1","0"
"46862","m","0","0","0","0"
"46863","m","1","0","1","0"
"46864","m","0","0","0","0"
"46865","f","1","0","0","0"
"46866","f","1","0","0","0"
"46868","m","1","0","0","0"
"46869","m","1","0","1","0"
"46870","f","1","0","0","0"
"46871","m","0","0","0","0"
"46872","f","1","0","1","0"
"46873","f","0","0","1","0"
"46874","f","0","0","0","0"
"46875","f","1","0","1","0"
"46876","f","0","0","0","0"
"46877","f","1","0","0","0"
"46878","f","0","0","0","0"
"46879","f","1","0","0","0"
"46880","m","0","0","0","0"
"46881","f","0","0","1","0"
"46882","f","1","1","0","0"
"46883","f","1","0","1","0"
"46884","m","0","0","0","0"
"46885","m","0","0","0","0"
"46886","m","0","0","0","0"
"46887","m","1","0","0","0"
"46888","m","1","0","0","0"
"46889","m","1","0","0","0"
"46890","f","1","1","0","0"
"46891","f","1","0","0","0"
"46892","m","0","0","0","0"
"46893","f","1","1","0","0"
"46894","f","1","0","0","0"
"46895","f","0","0","0","0"
"46896","m","0","0","1","0"
"46897","f","1","0","0","0"
"46898","m","1","0","1","0"
"46899","f","1","0","1","0"
"46900","f","1","0","1","0"
"46901","m","1","0","0","0"
"46902","f","0","0","0","0"
"46903","m","0","0","0","0"
"46904","f","1","0","1","0"
"46905","m","0","0","0","0"
"46906","f","1","0","1","0"
"46907","m","0","0","0","0"
"46909","m","0","0","0","0"
"46910","m","0","0","0","0"
"46912","f","1","1","0","0"
"46913","m","0","0","0","0"
"46914","f","0","0","0","0"
"46915","f","1","0","1","0"
"46916","m","1","0","0","0"
"46917","f","1","0","0","0"
"46918","f","1","0","0","0"
"46919","m","1","0","0","0"
"46920","m","1","0","0","0"
"46921","m","0","0","0","0"
"46922","m","0","0","0","0"
"46923","f","1","0","0","0"
"46924","m","0","0","1","0"
"46925","f","0","0","0","0"
"46927","m","0","0","0","0"
"46928","f","1","0","0","0"
"46929","f","1","0","0","0"
"46930","f","0","0","0","0"
"46931","f","1","0","1","0"
"46932","f","0","0","1","0"
"46933","f","1","0","0","0"
"46934","m","1","0","0","0"
"46935","f","1","0","0","0"
"46936","f","1","0","1","0"
"46937","f","0","0","0","0"
"46938","m","0","0","0","0"
"46939","f","0","0","1","0"
"46940","f","1","0","1","0"
"46941","f","0","0","1","0"
"46942","m","0","0","0","0"
"46943","f","0","0","0","0"
"46944","m","1","0","1","0"
"46945","f","0","0","0","0"
"46946","m","0","0","0","0"
"46948","f","1","0","0","0"
"46949","f","1","0","0","0"
"46950","f","0","1","0","0"
"46951","f","1","1","0","0"
"46952","f","1","0","0","0"
"46953","m","0","0","1","0"
"46956","f","1","0","0","0"
"46957","f","1","0","0","0"
"46958","m","0","0","0","0"
"46959","f","1","0","0","0"
"46960","m","1","0","1","0"
"46961","f","0","0","0","0"
"46962","m","0","1","1","0"
"46963","f","1","0","1","0"
"46964","f","0","0","0","0"
"46965","f","1","0","0","0"
"46966","f","1","1","0","0"
"46967","m","0","0","1","0"
"46968","f","1","0","0","0"
"46969","f","1","0","0","0"
"46970","m","1","1","0","0"
"46971","f","1","0","0","0"
"46973","f","0","0","0","0"
"46974","f","1","0","0","0"
"46975","m","1","0","0","0"
"46976","f","1","0","0","0"
"46977","m","0","0","1","0"
"46978","f","0","0","0","0"
"46979","f","0","0","0","0"
"46980","f","0","0","0","0"
"46981","f","1","0","0","0"
"46982","m","0","0","0","0"
"46983","f","1","0","0","0"
"46984","m","0","0","1","0"
"46986","f","0","0","0","0"
"46987","m","1","0","0","0"
"46988","f","0","0","1","0"
"46989","f","1","0","0","0"
"46990","f","1","0","0","0"
"46991","f","1","0","0","0"
"46992","m","1","0","0","0"
"46993","f","1","0","0","0"
"46994","f","1","0","0","0"
"46995","m","0","0","0","0"
"46996","m","0","1","1","0"
"46997","m","0","1","1","0"
"46998","m","1","0","1","0"
"46999","f","1","0","1","0"
"47000","f","1","0","0","0"
"47001","f","1","0","0","0"
"47002","f","1","0","1","0"
"47003","f","1","0","0","0"
"47004","m","0","0","1","0"
"47005","m","0","0","0","0"
"47006","f","1","0","0","0"
"47007","f","0","0","1","0"
"47008","m","1","0","0","0"
"47010","m","0","0","0","0"
"47011","f","0","0","0","0"
"47012","f","0","0","0","0"
"47013","f","1","0","0","0"
"47015","f","0","0","0","0"
"47016","f","1","0","0","0"
"47017","f","0","0","0","0"
"47018","f","0","0","0","0"
"47019","m","0","1","0","0"
"47020","f","1","0","0","0"
"47021","f","0","0","1","0"
"47022","m","0","0","0","0"
"47023","m","0","0","0","0"
"47024","f","1","0","0","0"
"47025","f","1","1","0","0"
"47026","f","0","0","0","0"
"47027","f","0","0","1","0"
"47028","m","1","0","1","0"
"47029","f","1","0","0","0"
"47030","f","1","0","0","0"
"47031","f","1","0","0","0"
"47032","f","1","0","1","0"
"47033","m","0","0","0","0"
"47034","f","0","0","1","0"
"47035","m","0","0","0","0"
"47036","m","1","0","1","0"
"47037","f","1","0","0","0"
"47038","m","0","1","0","0"
"47039","m","1","0","0","0"
"47040","f","1","0","1","0"
"47041","m","0","0","1","0"
"47042","f","1","0","0","0"
"47043","f","0","0","1","0"
"47044","f","1","0","0","0"
"47045","m","1","0","0","0"
"47046","m","0","0","0","0"
"47047","f","1","0","1","0"
"47048","f","0","0","1","0"
"47049","m","0","1","0","0"
"47050","m","0","0","1","0"
"47051","f","1","0","1","0"
"47052","f","1","0","0","0"
"47053","m","0","0","1","0"
"47054","f","1","0","0","0"
"47055","f","1","0","0","0"
"47057","m","1","0","0","0"
"47058","f","0","0","0","0"
"47059","f","1","0","0","0"
"47060","f","1","0","0","0"
"47061","f","0","0","1","0"
"47062","f","1","0","0","0"
"47063","m","0","0","0","0"
"47064","f","1","0","0","0"
"47065","f","0","0","1","0"
"47066","f","1","0","0","0"
"47067","f","1","0","0","0"
"47068","m","1","1","0","0"
"47069","m","0","0","0","0"
"47070","f","1","0","0","0"
"47071","f","0","0","0","0"
"47072","m","0","0","0","0"
"47073","f","1","0","0","0"
"47074","f","0","0","0","0"
"47075","f","0","0","0","0"
"47076","f","1","0","0","0"
"47077","m","0","0","1","0"
"47078","f","0","0","1","0"
"47079","m","1","0","1","0"
"47081","m","0","0","1","0"
"47082","f","0","0","1","0"
"47083","f","0","0","0","0"
"47084","f","1","0","0","0"
"47085","f","0","0","1","0"
"47086","m","0","0","0","0"
"47087","f","0","0","0","0"
"47088","f","0","0","0","0"
"47089","m","0","0","0","0"
"47090","f","1","0","0","0"
"47091","f","0","0","0","0"
"47092","f","0","0","0","0"
"47093","f","1","0","0","0"
"47094","f","0","0","0","0"
"47095","f","1","0","0","0"
"47096","f","0","0","1","0"
"47097","m","0","0","0","0"
"47098","m","0","0","1","0"
"47099","f","0","0","0","0"
"47100","f","0","0","0","0"
"47101","f","0","0","0","0"
"47102","f","0","0","0","0"
"47103","f","0","0","1","0"
"47104","f","0","0","0","0"
"47105","f","0","1","0","0"
"47106","f","0","0","0","0"
"47107","m","0","0","0","0"
"47108","f","0","0","1","0"
"47109","f","0","0","0","0"
"47110","m","0","0","0","0"
"47111","f","0","0","1","0"
"47112","f","0","0","0","0"
"47113","f","1","0","0","0"
"47114","f","0","0","0","0"
"47115","f","1","0","0","0"
"47116","f","1","0","0","0"
"47117","m","0","0","0","0"
"47118","m","0","0","1","0"
"47119","f","1","0","0","0"
"47120","f","0","0","1","0"
"47121","f","0","0","0","0"
"47122","f","0","1","1","0"
"47123","m","0","0","0","0"
"47124","f","0","0","0","0"
"47125","f","0","0","0","0"
"47126","m","0","0","0","0"
"47127","f","0","0","0","0"
"47128","f","0","0","0","0"
"47129","f","0","0","0","0"
"47130","m","0","0","0","0"
"47131","f","0","0","0","0"
"47132","f","1","0","0","0"
"47134","f","0","0","0","0"
"47135","f","0","0","0","0"
"47136","f","0","0","0","0"
"47137","m","1","0","0","0"
"47138","m","0","0","0","0"
"47139","f","1","0","0","0"
"47140","f","0","0","0","0"
"47141","f","0","0","0","0"
"47143","f","0","0","0","0"
"47144","f","0","0","0","0"
"47145","f","0","0","0","0"
"47146","f","0","0","0","0"
"47147","f","1","0","0","0"
"47148","f","0","0","0","0"
"47149","m","0","0","0","0"
"47150","m","0","0","0","0"
"47152","f","0","0","0","0"
"47153","m","0","0","0","0"
"47154","f","0","0","0","0"
"47155","f","0","0","0","0"
"47156","f","0","0","0","0"
"47157","f","0","0","0","0"
"47159","m","0","0","0","0"
"47160","f","0","0","0","0"
"47161","f","0","0","0","0"
"47162","f","0","1","1","0"
"47163","f","0","0","0","0"
"47165","m","0","0","0","0"
"47166","f","0","0","1","0"
"47167","f","0","0","0","0"
"47168","m","0","0","0","0"
"47169","f","0","0","0","0"
"47170","f","0","0","1","0"
"47171","f","0","0","0","0"
"47172","f","0","0","0","0"
"47173","m","0","0","0","0"
"47174","f","0","0","0","0"
"47175","m","0","1","0","0"
"47176","f","0","0","0","0"
"47177","m","0","0","0","0"
"47178","m","0","0","0","0"
"47179","m","0","0","1","0"
"47180","f","0","0","1","0"
"47181","f","0","0","1","0"
"47182","f","0","0","1","0"
"47183","f","0","0","1","0"
"47185","f","0","0","1","0"
"47186","f","0","0","1","0"
"47187","f","1","0","0","0"
"47188","f","0","0","0","0"
"47190","f","0","0","1","0"
"47191","m","0","0","0","0"
"47192","m","0","0","0","0"
"47193","f","0","0","1","0"
"47194","m","0","0","1","0"
"47195","f","0","0","0","0"
"47196","f","0","0","0","0"
"47197","m","0","1","0","0"
"47198","m","0","0","0","0"
"47199","f","0","0","0","0"
"47200","f","0","0","0","0"
"47201","f","0","0","0","0"
"47202","f","0","1","0","0"
"47203","m","0","0","0","0"
"47204","m","0","0","1","0"
"47205","f","0","0","0","0"
"47206","f","0","0","1","0"
"47207","f","1","0","0","0"
"47208","m","0","0","0","0"
"47209","f","0","0","0","0"
"47210","m","0","0","0","0"
"47211","m","0","1","1","0"
"47212","f","0","0","1","0"
"47213","m","0","0","1","0"
"47214","m","0","0","1","0"
"47215","f","0","0","1","0"
"47216","f","0","0","0","0"
"47217","f","0","0","0","0"
"47218","f","0","0","0","0"
"47219","f","0","0","0","0"
"47220","f","0","0","0","0"
"47221","f","0","0","0","0"
"47222","f","0","0","0","0"
"47223","f","0","1","0","0"
"47224","m","0","0","0","0"
"47225","f","0","0","1","0"
"47226","f","1","0","0","0"
"47227","f","0","0","0","0"
"47228","f","0","0","1","0"
"47229","f","0","0","0","0"
"47230","f","0","0","1","0"
"47231","f","0","0","0","0"
"47232","f","0","0","0","0"
"47233","m","0","0","0","0"
"47234","m","0","1","0","0"
"47235","m","0","0","0","0"
"47236","f","0","0","0","0"
"47237","m","0","0","0","0"
"47238","m","0","0","0","0"
"47239","f","0","0","1","0"
"47240","f","0","0","1","0"
"47241","f","0","0","0","0"
"47242","f","0","0","0","0"
"47243","f","0","0","0","0"
"47244","m","0","0","1","0"
"47245","m","0","0","0","0"
"47246","m","0","0","0","0"
"47247","f","0","0","0","0"
"47248","f","0","0","0","0"
"47249","f","0","0","0","0"
"47250","f","0","0","0","0"
"47251","f","0","0","0","0"
"47257","f","0","0","0","0"
"47258","f","0","0","0","0"
"47259","m","0","0","0","0"
"47260","f","0","0","0","0"
"47263","f","0","0","0","0"
"47264","f","0","0","0","0"
"47265","m","0","0","0","0"
"47266","m","0","0","0","0"
"47267","f","0","0","0","0"
"47268","f","0","0","0","0"
"47269","m","0","0","0","0"
"47270","f","0","0","0","0"
"47271","m","0","0","0","0"
"47272","f","1","0","0","0"
"47273","m","0","0","0","0"
"47274","f","0","0","0","0"
"47275","m","0","0","0","0"
"47278","m","1","0","0","0"
"47279","f","0","0","0","0"
"47280","m","0","0","0","0"
"47281","f","0","0","0","0"
"47283","m","0","0","0","0"
"47284","m","0","0","0","0"
"47285","f","0","0","0","0"
"47288","f","0","0","0","0"
"47289","m","0","0","0","0"
"47290","m","0","0","0","0"
"47291","f","0","0","0","0"
"47292","m","0","0","0","0"
"47293","f","0","0","0","0"
"47294","m","0","0","0","0"
"47296","f","0","0","0","0"
"47297","f","0","0","0","0"
"47298","m","0","0","0","0"
"47299","f","0","0","0","0"
"47300","m","0","0","0","0"
"47301","m","0","0","0","0"
"47302","m","0","0","0","0"
"47303","f","0","0","0","0"
"47304","m","0","0","1","0"
"47305","f","0","0","0","0"
"47306","f","0","0","1","0"
"47307","f","0","0","0","0"
"47308","f","0","0","0","0"
"47309","m","0","0","0","0"
"47310","m","0","0","0","0"
"47311","f","1","0","0","0"
"47312","f","1","0","0","0"
"47313","f","0","0","0","0"
"47314","m","0","0","0","0"
"47315","f","0","0","0","0"
"47316","f","0","0","0","0"
"47317","f","0","0","0","0"
"47318","f","0","0","0","0"
"47319","f","0","0","0","0"
"47320","f","0","0","0","0"
"47321","f","0","0","0","0"
"47323","f","0","0","0","0"
"47324","m","0","0","0","0"
"47325","f","0","0","0","0"
"47326","f","0","0","0","0"
"47327","f","1","0","0","0"
"47328","f","0","0","0","0"
"47329","f","0","0","0","0"
"47330","f","0","0","0","0"
"47331","f","0","0","0","0"
"47332","f","0","0","1","0"
"47333","f","0","0","1","0"
"47334","f","0","0","1","0"
"47335","f","0","0","1","0"
"47336","f","0","0","1","0"
"47337","m","0","0","0","0"
"47338","f","1","0","0","0"
"47339","m","1","0","0","0"
"47340","f","1","0","0","0"
"47341","f","0","0","0","0"
"47343","m","0","0","0","0"
"47344","f","0","1","0","0"
"47345","f","0","0","0","0"
"47346","f","1","0","0","0"
"47347","f","0","0","0","0"
"47348","f","0","0","0","0"
"47349","f","0","0","1","0"
"47350","f","0","0","0","0"
"47351","f","1","0","0","0"
"47353","f","0","0","0","0"
"47354","f","0","0","0","0"
"47355","f","0","0","0","0"
"47356","m","0","0","0","0"
"47357","f","0","0","0","0"
"47358","f","0","0","0","0"
"47359","f","0","0","1","0"
"47360","f","0","0","0","0"
"47361","f","0","0","1","0"
"47362","f","0","0","0","0"
"47363","f","0","0","0","0"
"47364","f","0","0","1","0"
"47365","m","0","0","1","0"
"47366","m","0","0","1","0"
"47367","m","0","1","1","0"
"47368","m","0","0","0","0"
"47369","f","0","0","0","0"
"47370","f","0","0","1","0"
"47371","f","0","0","0","0"
"47372","f","0","0","0","0"
"47373","m","0","0","0","0"
"47374","f","0","1","1","0"
"47376","m","0","0","0","0"
"47377","m","0","0","0","0"
"47378","m","0","0","0","0"
"47379","m","0","0","0","0"
"47380","f","0","0","0","0"
"47382","f","0","0","0","0"
"47383","m","0","0","0","0"
"47384","f","0","0","0","0"
"47385","f","0","0","1","0"
"47386","f","0","0","1","0"
"47387","m","1","0","0","0"
"47388","m","0","0","0","0"
"47389","f","0","0","1","0"
"47390","m","0","0","1","0"
"47392","f","0","0","0","0"
"47393","m","0","0","0","0"
"47394","m","0","0","0","0"
"47395","m","0","0","0","0"
"47396","m","0","0","1","0"
"47397","f","0","0","0","0"
"47398","m","0","0","0","0"
"47399","m","1","0","0","0"
"47400","m","0","0","0","0"
"47401","m","0","1","0","0"
"47402","f","0","0","1","0"
"47403","f","0","0","0","0"
"47404","f","0","0","0","0"
"47405","f","0","0","0","0"
"47406","f","0","0","1","0"
"47407","f","0","0","0","0"
"47408","m","0","0","0","0"
"47409","m","0","0","0","0"
"47410","f","0","0","1","0"
"47411","f","0","0","0","0"
"47412","f","0","0","1","0"
"47413","f","0","0","0","0"
"47414","f","0","0","0","0"
"47415","f","0","0","0","0"
"47416","f","0","0","1","0"
"47417","m","0","0","1","0"
"47418","f","1","0","1","0"
"47419","f","0","0","0","0"
"47420","f","0","0","0","0"
"47421","f","0","0","0","0"
"47422","f","0","0","1","0"
"47424","m","0","0","1","0"
"47425","f","0","0","0","0"
"47426","f","0","0","0","0"
"47427","f","1","0","0","0"
"47428","f","1","0","0","0"
"47429","f","0","0","1","0"
"47430","f","0","0","0","0"
"47431","f","0","0","0","0"
"47432","m","0","0","1","0"
"47433","f","0","0","0","0"
"47435","f","0","0","0","0"
"47436","f","0","0","0","0"
"47437","m","0","0","0","0"
"47438","f","0","0","0","0"
"47439","m","0","0","1","0"
"47440","f","0","0","0","0"
"47441","m","1","0","1","0"
"47442","f","0","0","0","0"
"47443","f","0","0","1","0"
"47444","f","0","0","0","0"
"47445","f","0","0","0","0"
"47446","f","0","0","0","0"
"47447","m","0","0","0","0"
"47448","f","0","0","1","0"
"47449","m","0","0","1","0"
"47450","m","0","0","1","0"
"47451","m","0","0","0","0"
"47452","f","0","0","0","0"
"47453","f","0","0","1","0"
"47454","m","0","0","0","0"
"47455","f","0","0","0","0"
"47456","m","0","0","1","0"
"47457","f","0","0","0","0"
"47458","f","0","0","0","0"
"47459","m","0","0","1","0"
"47460","m","0","0","0","0"
"47461","f","0","0","1","0"
"47462","f","0","0","1","0"
"47464","f","0","0","0","0"
"47465","f","0","0","0","0"
"47466","f","0","0","0","0"
"47467","f","0","0","1","0"
"47468","m","0","0","0","0"
"47469","m","0","1","0","0"
"47470","m","0","0","1","0"
"47471","m","0","1","0","0"
"47472","f","0","0","1","0"
"47473","m","0","0","0","0"
"47474","f","0","0","0","0"
"47475","m","0","0","1","0"
"47476","f","0","0","0","0"
"47477","f","1","0","0","0"
